,tmdb_id,name,cast_ids,genres_ids,number_of_seasons,number_of_episodes,episode_run_time,synopsis,popularity,average_rating,rating_count,next_episode_to_air,networks_ids,airing_date_dt,year,month,weekday
63,129478,The King's Affection,"1134684, 1613836, 2176669, 2330965, 2858603, 1352803, 2238132, 1574622, 1813385, 1248899, 1257590, 141541, 1794446, 1348579, 3053194, 1243486, 1632773, 2307963, 79574, 3005649, 2931945, 1654414, 2275609, 2190254, 1398346, 2400529, 3643833",18,1.0,20.0,70.0,"When the crown prince is killed, his twin sister assumes the throne while trying to keep her identity and affection for her first love a royal secret.",39.099,8.435,199.0,,342,2021-10-11,2021.0,10.0,0.0
64,57647,Good Doctor,"929574, 1248204, 1261196, 1210577, 1347778, 1267859, 1398346, 1255413, 509648, 560070, 87090, 1101372, 150697, 1664895, 913196, 1765534",18,1.0,20.0,60.0,"A man, who is an autistic savant, aspires to become a paediatrician. He overcomes societal discrimination and uses his exceptional abilities to achieve his dreams.",38.953,8.065,31.0,,342,2013-08-05,2013.0,8.0,0.0
65,70649,While You Were Sleeping,"1095818, 1014784, 1470763, 1353821, 1029156, 1278160, 125734, 1295461, 1418840, 2033111, 1588284, 1574048, 1676563","10765, 18",1.0,32.0,30.0,"Burdened with visions of the future in their dreams, a young woman and two men try to prevent horrible events before they actually happen.",38.928,8.61,68.0,,156,2017-09-27,2017.0,9.0,2.0
66,112833,Juvenile Justice,"146245, 84788, 141548, 1572354, 1374543, 2089876, 2805080, 2431098, 1419852, 2934538","18, 80",1.0,10.0,61.0,A tough judge balances her aversion to minor offenders with firm beliefs on justice and punishment as she tackles complex cases inside a juvenile court.,38.606,8.279,43.0,,213,2022-02-25,2022.0,2.0,4.0
67,108284,Tale of the Nine Tailed,"1238592, 1256349, 138114, 2762553, 2506031, 1123505, 86329, 118667, 2133922, 2762557, 1350149, 2326809","10765, 18, 9648",1.0,16.0,70.0,A nine-tailed fox settles down in the city. A female television PD chases after the nine-tailed fox.,37.965,8.506,360.0,,,2020-10-07,2020.0,10.0,2.0
68,119955,Dr. Brain,"115290, 93999, 127708, 1246517, 1387126, 3509455","10765, 9648, 18",1.0,6.0,60.0,"An emotional journey that follows a brain scientist who is obsessive about figuring out new technologies to access the consciousness and memories of the brain. His life goes sideways when his family falls victim to a mysterious accident, and  he uses his skills to access memories from his wife’s brain to piece together the mystery of what actually happened to his family and why.",37.841,7.595,111.0,,2552,2021-11-03,2021.0,11.0,2.0
69,97970,Narco-Saints,"75913, 68903, 1593672, 1566012, 587675, 1622, 127849, 2273915, 2133921","80, 18",1.0,6.0,62.0,An ordinary entrepreneur joins a secret government mission to capture a Korean drug lord operating in South America.,37.373,8.5,73.0,,213,2022-09-09,2022.0,9.0,4.0
70,116386,Doom at Your Service,"83036, 1255411, 1257624, 1565392, 1992300, 1249206, 1418762, 1113060, 3029687","18, 10765",1.0,16.0,64.0,"Dong-kyung has been working hard ever since her parents passed away. Her life seems to get stable after working as an web novel editor for 6 years, but one day she gets diagnosed with a brain cancer. She blames her unlucky life and wishes to curse everything to disappear, which unintentionally calls Myul Mang, a messenger between humans and gods, to appear. He says that he can grant her wishes. As her last hope, she makes a contract with Myul Mang for hundred days to live as how she wants, risking her everything.",37.284,8.041,355.0,,,2021-05-10,2021.0,5.0,0.0
71,67018,The Legend of the Blue Sea,"63436, 1245104, 1046863, 1499093, 1690348, 1145025, 572227, 1267859, 1523579, 83122, 1020859, 1593672, 1330917, 1576065, 1293642, 1473841, 1709316","35, 18, 10765",1.0,20.0,60.0,"Shim Chung is a mermaid who finds herself transplanted to modern times. She is caught by Heo Joon Jae, a charming but cold con artist who is the doppelgänger for Kim Moon, the son of a nobleman from the Joseon Dynasty. But in the present time, Joon Jae works with Jo Nam Doo, a skilled conman who guides Joon Jae to become a genius scammer. But Joon Jae's friend, Cha Shi Ah, who works as a researcher at KAIST, may be Chung’s only hope for surviving in her strange new world.",37.156,7.2,112.0,,156,2016-11-16,2016.0,11.0,2.0
72,61611,Pinocchio,"1156197, 1095818, 1255413, 1346876, 1418840, 1352803, 1473879, 1481009, 560070, 1134769, 578838, 240082, 1510020, 116180, 1588284, 573788",18,1.0,20.0,65.0,"Amidst a sea of young news reporters competing for the next scoop, Choi In-ha finds herself in a tricky position, as she cannot tell a lie without a dead giveaway: breaking into a violent hiccup. Meanwhile, first-year reporter Choi Dal-po proves his remarkable memory and communication skills by downplaying his good looks with a dumpy veneer of bad hair and clothing. But in a world where hard facts rule, how far can you get by lying?",36.824,8.266,559.0,,156,2014-11-12,2014.0,11.0,2.0
73,133772,The Empire Of Law,"83221, 1243254, 16288, 88298, 96632, 1254981, 1108037, 2727440, 3328980, 2791231",18,1.0,16.0,60.0,Depicts the vulgar scandals of Korea’s nobles of the robe (whose rank came from holding judicial or administrative posts) who dream of hereditary succession. Han Hye Ryul is the chief of the special division of the Seoul Central District Prosecutors’ Office. Han Hye Ryul is from a family of judicial workers who has had wealth and power for three generations. She is an ambitious figure who is not satisfied with her current position and aims to become a prosecutor general or someone higher up the ladder.,36.393,6.2,5.0,,885,2022-09-24,2022.0,9.0,5.0
74,3215,Coffee Prince,"1233632, 150903, 115290, 124394, 63441, 118976, 1223134, 1590847, 2661199, 141153, 564862, 1243590, 1244963, 96634","35, 18",1.0,17.0,61.0,"Han-gyeol is a smart young man who hates to be tied down to one career in his life. Abhorring the idea of joining the family business, he is ordered by his grandmother to manage a cafe. Unable to disobey his grandmother, he reluctantly takes over the responsibility of running a cafe and begins to immerse himself in the gourmet coffee business. One day, he meets Eun-chan, whom he mistakes as a boy, and learns the meaning of true love...",36.296,8.212,177.0,,97,2007-07-02,2007.0,7.0,0.0
75,66433,Scarlet Heart: Ryeo,"1252318, 122408, 1257899, 1254976, 1574598, 1459772, 1384687, 1616369, 938259, 1471054, 1311803, 1564175, 1663889, 1020859, 1024396, 1464875, 1674539, 1674541, 1674542, 1673497, 17125, 1249206, 1257551, 1222433, 1607301, 2265560","18, 10765, 10768",1.0,20.0,60.0,A story of a 25-year old Go Ha-jin who is transported back in time to the Goryeo Dynasty. She then wakes up in the body of Lady Hae-soo and finds herself amongst the ruling princes of the Wang Family.,35.991,8.708,406.0,,156,2016-08-29,2016.0,8.0,0.0
76,135340,Happiness,"240145, 1330918, 1566012, 1421184, 1169315, 1791945, 2212350, 2487407, 1177278, 1993728, 2004692, 2228586, 2101538, 1134769, 2699059, 1335774, 2033111, 2505243","18, 9648, 10765",1.0,12.0,67.0,"A new type of deadly virus spread throughout the city, and the apartment where has different social classes of people is sealed off. With the fear of the virus, and the conflicts of the different classes, the residents have to spend and survive in the new habitation.",35.362,7.985,374.0,,3897,2021-11-05,2021.0,11.0,4.0
77,3729,High Kick!,"1234596, 1234597, 1234599, 1234600, 566367, 1234602, 1234603, 138114, 1234605, 1234606, 123808, 1257657","18, 35",1.0,170.0,30.0,"High Kick! was a popular South Korean situation comedy revolving around the life of the Lee family, taking place in Seoul at the same time as the broadcast. The title of the show ""High Kick!"" has several implications, one of which is the oft-depicted high kicks of Yoon-ho, one of the main characters. The show aired in South Korea from Monday to Friday in sitcom format. Due to its popularity, the show filmed more episodes than were initially planned. Many of the characters starred in commercials and advertisements in Korea. The show's popularity also led to High Kick Through the Roof, which aired in 2009-2010, and High Kick 3: The Counterattack of the Short Leg, which aired in 2011-2012.",35.274,8.7,3.0,,97,2006-11-06,2006.0,11.0,0.0
78,90447,Hotel Del Luna,"1252318, 1207629, 578838, 2033111, 1878886, 2341408, 1875646, 1750380, 1353857, 1863422, 1607799, 2175208","10765, 18, 35",1.0,16.0,70.0,"The Hotel Del Luna, located in Seoul, is not like any other hotel: its clients are all ghosts. Jang Man-wol, stuck in the hotel for the past millennium, meets Goo Chan-sung, the new manager.",34.969,8.69,423.0,,,2019-07-12,2019.0,7.0,4.0
79,80737,My ID is Gangnam Beauty,"139502, 1604826, 2081771, 1385609, 235732, 1752600, 1607799, 572172, 1386418, 2175208, 2457976, 2421361, 1338162, 2130298, 1721362, 1530744, 2679649","35, 18",1.0,16.0,65.0,"This romantic comedy chronicles the life of Mirae, who has always believed that her life would be better if she were born more beautiful. After she goes under the knife, she comes out looking like the beautiful woman she has always dreamed of becoming. She feels ready to take on the world for the first time, and she falls madly in love with Seok, the perfect man. Except Seok hates people who get plastic surgery.",34.66,7.573,62.0,,885,2018-07-27,2018.0,7.0,4.0
80,333,Jewel in the Palace,"25001, 145989, 1248595, 592256, 1552872, 2068711, 2068712, 2068714, 3125663, 3125684, 1243486, 1253449, 1010877, 1248765, 938258, 1245668, 1305674, 1622172, 1246516, 560082, 1856378, 1632258, 1622791, 87553, 1559863, 1305674, 1257142",18,1.0,54.0,80.0,"Starring Lee Young Ae, it tells the tale of an orphaned kitchen cook who went on to become the king's first female physician. In a time when women held little influence in society, young apprentice cook Jang Geum strives to learn the secrets of Korean cooking and medicine in order to cure the King of his various ailments. It is based on the true story of Jang-geum, the first female royal physician of the Joseon Dynasty. The main themes are her perseverance and the portrayal of traditional Korean culture, including Korean royal court cuisine and traditional medicine.",34.578,8.567,187.0,,97,2003-09-15,2003.0,9.0,0.0
81,66256,Love in the Moonlight,"587634, 140335, 1646206, 1466233, 1385609, 1257547, 994248, 1706959, 2123187, 87090, 1539733, 1096793, 1676561, 1676562, 1676563, 1676564, 1676565, 509648, 138527, 1646203, 138509, 566372, 563551, 1334541, 1887010, 96659, 39258","35, 18, 10768",1.0,18.0,60.0,"Hong Ra On disguises herself as a man and counsels men on dating. Due to a love letter she wrote for a client, she meets Lee Young – future Crown Prince Hyomyeong. Hong Ra On is unaware that he is the Crown Prince and Lee Young is unaware that Hong Ra On is a woman. The Crown Prince becomes interested in Hong Ra On. His eunuchs become aware of this and attempt to get Hong Ra On to become one of them.",42.542,7.033,45.0,,342,2016-08-22,2016.0,8.0,0.0
82,68666,"Father, I'll Take Care of You","118692, 1134684, 1407750, 1255723, 1707462, 123808, 1924149, 3410741, 3780424","18, 10751",1.0,50.0,60.0,"After their 4 children become independent, an old couple decide to live for themselves. One day, their 4 children come back to them.",26.686,6.8,2.0,,97,2016-11-12,2016.0,11.0,5.0
83,96162,Itaewon Class,"1347525, 2053219, 1799123, 1336804, 1591491, 2181746, 1701993, 2239782, 557133, 1299278, 560081, 2646346, 1015873, 87553, 2240619",18,1.0,16.0,69.0,"In a colorful Seoul neighborhood, an ex-con and his friends fight a mighty foe to make their ambitious dreams for their street bar a reality.",34.014,8.509,235.0,,885,2020-01-31,2020.0,1.0,4.0
84,60956,Doctor Stranger,"1095818, 1244834, 227430, 1295457, 20264, 1348579, 572227, 1520863, 1292971, 240082, 1534624, 87090, 1556940, 1295464",18,1.0,26.0,65.0,"As a child, Park Hoon and his dad were kidnapped and taken to North Korea. He grew up there, learning to be a doctor just like his father. When Park Hoon escapes back to South Korea and begins work at a prestigious hospital, he makes it his goal to earn enough money to go back to North Korea to rescue his true love. He'll do anything to find her, but then he meets and falls for a mysterious woman who looks exactly like her.",33.444,8.2,240.0,,156,2014-05-05,2014.0,5.0,0.0
85,132171,A Model Family,"974270, 93999, 117504, 2078535, 240081, 147505, 528339, 3038410, 1576065, 1706709, 2240619, 3661512, 3682107","18, 80",1.0,10.0,45.0,"After unwittingly stealing money from a cartel, a cash-strapped professor finds the only way to save his broken family is by working as a drug courier.",32.978,7.4,34.0,,213,2022-08-12,2022.0,8.0,4.0
86,68398,Dr. Romantic,"80457, 1482876, 1571598, 2736784, 1004565, 1287909, 2082223, 1246953, 560070, 1255725, 1493885, 1534624, 2087240",18,3.0,36.0,60.0,"An eccentric, triple board-certified virtuoso surgeon leaves a top job in Seoul and ends up at a provincial hospital, where he mentors young doctors.",33.222,8.3,52.0,,156,2016-11-07,2016.0,11.0,0.0
87,92983,Vagabond,"1250842, 1014784, 1335825, 229752, 240948, 1244947, 125734, 1044800, 1239675, 231476, 1736255, 2184678, 2485848, 1574622, 1349366, 1530559, 1387126, 1676561, 1913660, 3686549","18, 9648",1.0,16.0,60.0,"Stuntman Cha Dal-geon gets involved in a tragic airplane crash and ends up discovering a national corruption scandal in the process. Go Hae-ri, the oldest daughter of a deceased marine, decides to work for the National Intelligence Service as a secret ops agent in order to support her mom and younger siblings, although all she wanted to do is to become a civil servant.",33.192,8.456,361.0,,156,2019-09-20,2019.0,9.0,4.0
88,43135,A Gentleman's Dignity,"16962, 83012, 138531, 1244947, 1255878, 232408, 1123505, 1255877, 145990, 1257671, 235732","35, 18",1.0,20.0,65.0,"Four men with complicated love lives refuse to admit they're getting older, and attempt to prove that forty is the new thirty!",33.133,7.991,107.0,,156,2012-05-26,2012.0,5.0,5.0
89,72549,Reunited Worlds,"1207629, 126880, 1351550, 1348599, 1829402, 1385609, 1311205, 1295461, 86329, 1813385, 1875691, 1872378, 2112859, 2097726",18,1.0,40.0,30.0,"Although born in the same year, two childhood friends end up being 13 years apart because they have aged surprisingly at different places (worlds) for some strange reason. Now Eom Hyeon Soo is a 31-year-old woman but Sung Hae Sung is still a 18-year-old boy. Cha Won Yooung is a chef also interested in Eom Hyeon Soo.",46.276,8.238,21.0,,156,2017-07-19,2017.0,7.0,2.0
90,116041,Love (ft. Marriage and Divorce),"1256390, 2929020, 1253440, 235732, 572182, 1299344, 147852, 573791, 1998163, 1574624, 2305881, 1817960, 2871069, 2283189",18,3.0,48.0,68.0,"Everything comes unraveling for three successful women who work on a radio show as twists, turns and troubles plague their seemingly happy marriages.",32.761,6.3,11.0,,903,2021-01-23,2021.0,1.0,5.0
